Transect Distance (m),filename,datetime,Cluster_0_Percent,Cluster_0_HSV,Cluster_1_Percent,Cluster_1_HSV,Cluster_2_Percent,Cluster_2_HSV,,Ice,Water
265,120.jpg,1970-01-01T00:00:00.000,15.92041016,"(226.53, 221.04, 215.70)",0,"(46.33, 38.59, 31.21)",84.07958984,"(136.49, 129.95, 117.47)",,100,0
25,120.jpg,1970-01-01T00:00:00.000,15.92041016,"(226.53, 221.04, 215.70)",0,"(46.33, 38.59, 31.21)",84.07958984,"(136.49, 129.95, 117.47)",,100,0
26,121.jpg,1970-01-01T00:00:00.000,93.47875977,"(226.53, 221.04, 215.70)",0.002441406,"(46.33, 38.59, 31.21)",6.518798828,"(136.49, 129.95, 117.47)",,99.9975586,0.002441406
266,121.jpg,1970-01-01T00:00:00.000,93.47875977,"(226.53, 221.04, 215.70)",0.002441406,"(46.33, 38.59, 31.21)",6.518798828,"(136.49, 129.95, 117.47)",,99.9975586,0.002441406
267,122.jpg,1970-01-01T00:00:00.000,21.31518555,"(226.53, 221.04, 215.70)",30.2043457,"(46.33, 38.59, 31.21)",48.48046875,"(136.49, 129.95, 117.47)",,69.7956543,30.2043457
27,122.jpg,1970-01-01T00:00:00.000,21.31518555,"(226.53, 221.04, 215.70)",30.2043457,"(46.33, 38.59, 31.21)",48.48046875,"(136.49, 129.95, 117.47)",,69.7956543,30.2043457
268,123.jpg,1970-01-01T00:00:00.000,26.57348633,"(226.53, 221.04, 215.70)",23.83984375,"(46.33, 38.59, 31.21)",49.58666992,"(136.49, 129.95, 117.47)",,76.16015625,23.83984375
28,123.jpg,1970-01-01T00:00:00.000,26.57348633,"(226.53, 221.04, 215.70)",23.83984375,"(46.33, 38.59, 31.21)",49.58666992,"(136.49, 129.95, 117.47)",,76.16015625,23.83984375
29,125.jpg,1970-01-01T00:00:00.000,89.90356445,"(226.53, 221.04, 215.70)",1.452880859,"(46.33, 38.59, 31.21)",8.643554688,"(136.49, 129.95, 117.47)",,98.54711914,1.452880859
269,125.jpg,1970-01-01T00:00:00.000,89.90356445,"(226.53, 221.04, 215.70)",1.452880859,"(46.33, 38.59, 31.21)",8.643554688,"(136.49, 129.95, 117.47)",,98.54711914,1.452880859
270,126.jpg,1970-01-01T00:00:00.000,57.82128906,"(226.53, 221.04, 215.70)",28.41186523,"(46.33, 38.59, 31.21)",13.7668457,"(136.49, 129.95, 117.47)",,71.58813476,28.41186523
30,126.jpg,1970-01-01T00:00:00.000,57.82128906,"(226.53, 221.04, 215.70)",28.41186523,"(46.33, 38.59, 31.21)",13.7668457,"(136.49, 129.95, 117.47)",,71.58813476,28.41186523
31,127.jpg,1970-01-01T00:00:00.000,73.70654297,"(226.53, 221.04, 215.70)",7.723144531249999,"(46.33, 38.59, 31.21)",18.5703125,"(136.49, 129.95, 117.47)",,92.27685547,7.723144531249999
271,127.jpg,1970-01-01T00:00:00.000,73.70654297,"(226.53, 221.04, 215.70)",7.723144531249999,"(46.33, 38.59, 31.21)",18.5703125,"(136.49, 129.95, 117.47)",,92.27685547,7.723144531249999
32,128.jpg,1970-01-01T00:00:00.000,57.078125,"(226.53, 221.04, 215.70)",7.599121094,"(46.33, 38.59, 31.21)",35.32275391,"(136.49, 129.95, 117.47)",,92.40087891,7.599121094
272,128.jpg,1970-01-01T00:00:00.000,57.078125,"(226.53, 221.04, 215.70)",7.599121094,"(46.33, 38.59, 31.21)",35.32275391,"(136.49, 129.95, 117.47)",,92.40087891,7.599121094
33,129.jpg,1970-01-01T00:00:00.000,26.54321289,"(226.53, 221.04, 215.70)",16.50170898,"(46.33, 38.59, 31.21)",56.95507813,"(136.49, 129.95, 117.47)",,83.49829102,16.50170898
273,129.jpg,1970-01-01T00:00:00.000,26.54321289,"(226.53, 221.04, 215.70)",16.50170898,"(46.33, 38.59, 31.21)",56.95507813,"(136.49, 129.95, 117.47)",,83.49829102,16.50170898
35,130.jpg,1970-01-01T00:00:00.000,60.54174805,"(226.53, 221.04, 215.70)",9.652587891,"(46.33, 38.59, 31.21)",29.805664062499996,"(136.49, 129.95, 117.47)",,90.34741211,9.652587891
275,130.jpg,1970-01-01T00:00:00.000,60.54174805,"(226.53, 221.04, 215.70)",9.652587891,"(46.33, 38.59, 31.21)",29.805664062499996,"(136.49, 129.95, 117.47)",,90.34741211,9.652587891
276,131.jpg,1970-01-01T00:00:00.000,63.95922852,"(226.53, 221.04, 215.70)",14.36474609,"(46.33, 38.59, 31.21)",21.67602539,"(136.49, 129.95, 117.47)",,85.63525391,14.36474609
36,131.jpg,1970-01-01T00:00:00.000,63.95922852,"(226.53, 221.04, 215.70)",14.36474609,"(46.33, 38.59, 31.21)",21.67602539,"(136.49, 129.95, 117.47)",,85.63525391,14.36474609
37,132.jpg,1970-01-01T00:00:00.000,69.49633789,"(226.53, 221.04, 215.70)",7.507080078,"(46.33, 38.59, 31.21)",22.99658203,"(136.49, 129.95, 117.47)",,92.49291992,7.507080078
277,132.jpg,1970-01-01T00:00:00.000,69.49633789,"(226.53, 221.04, 215.70)",7.507080078,"(46.33, 38.59, 31.21)",22.99658203,"(136.49, 129.95, 117.47)",,92.49291992,7.507080078
278,133.jpg,1970-01-01T00:00:00.000,34.71191406,"(226.53, 221.04, 215.70)",7.910888671874999,"(46.33, 38.59, 31.21)",57.37719727,"(136.49, 129.95, 117.47)",,92.08911133,7.910888671874999
38,133.jpg,1970-01-01T00:00:00.000,34.71191406,"(226.53, 221.04, 215.70)",7.910888671874999,"(46.33, 38.59, 31.21)",57.37719727,"(136.49, 129.95, 117.47)",,92.08911133,7.910888671874999
279,134.jpg,1970-01-01T00:00:00.000,98.67724609,"(226.53, 221.04, 215.70)",0.33203125,"(46.33, 38.59, 31.21)",0.990722656,"(136.49, 129.95, 117.47)",,99.66796875,0.33203125
39,134.jpg,1970-01-01T00:00:00.000,98.67724609,"(226.53, 221.04, 215.70)",0.33203125,"(46.33, 38.59, 31.21)",0.990722656,"(136.49, 129.95, 117.47)",,99.66796875,0.33203125
280,135.jpg,1970-01-01T00:00:00.000,94.43579102,"(226.53, 221.04, 215.70)",0.001953125,"(46.33, 38.59, 31.21)",5.562255859,"(136.49, 129.95, 117.47)",,99.99804688,0.001953125
40,135.jpg,1970-01-01T00:00:00.000,94.43579102,"(226.53, 221.04, 215.70)",0.001953125,"(46.33, 38.59, 31.21)",5.562255859,"(136.49, 129.95, 117.47)",,99.99804688,0.001953125
41,136.jpg,1970-01-01T00:00:00.000,76.08227539,"(226.53, 221.04, 215.70)",16.69482422,"(46.33, 38.59, 31.21)",7.222900390625001,"(136.49, 129.95, 117.47)",,83.30517578,16.69482422
281,136.jpg,1970-01-01T00:00:00.000,76.08227539,"(226.53, 221.04, 215.70)",16.69482422,"(46.33, 38.59, 31.21)",7.222900390625001,"(136.49, 129.95, 117.47)",,83.30517578,16.69482422
282,137.jpg,1970-01-01T00:00:00.000,84.95849609,"(226.53, 221.04, 215.70)",9.290283203,"(46.33, 38.59, 31.21)",5.751220703,"(136.49, 129.95, 117.47)",,90.70971679,9.290283203
42,137.jpg,1970-01-01T00:00:00.000,84.95849609,"(226.53, 221.04, 215.70)",9.290283203,"(46.33, 38.59, 31.21)",5.751220703,"(136.49, 129.95, 117.47)",,90.70971679,9.290283203
283,138.jpg,1970-01-01T00:00:00.000,60.21362305,"(226.53, 221.04, 215.70)",14.357177734375002,"(46.33, 38.59, 31.21)",25.42919922,"(136.49, 129.95, 117.47)",,85.64282227,14.357177734375002
43,138.jpg,1970-01-01T00:00:00.000,60.21362305,"(226.53, 221.04, 215.70)",14.357177734375002,"(46.33, 38.59, 31.21)",25.42919922,"(136.49, 129.95, 117.47)",,85.64282227,14.357177734375002
284,139.jpg,1970-01-01T00:00:00.000,27.42431641,"(226.53, 221.04, 215.70)",67.11401367,"(46.33, 38.59, 31.21)",5.461669922,"(136.49, 129.95, 117.47)",,32.88598633,67.11401367
44,139.jpg,1970-01-01T00:00:00.000,27.42431641,"(226.53, 221.04, 215.70)",67.11401367,"(46.33, 38.59, 31.21)",5.461669922,"(136.49, 129.95, 117.47)",,32.88598633,67.11401367
286,140.jpg,1970-01-01T00:00:00.000,33.99462891,"(226.53, 221.04, 215.70)",52.84472656,"(46.33, 38.59, 31.21)",13.160644531249998,"(136.49, 129.95, 117.47)",,47.15527344,52.84472656
46,140.jpg,1970-01-01T00:00:00.000,33.99462891,"(226.53, 221.04, 215.70)",52.84472656,"(46.33, 38.59, 31.21)",13.160644531249998,"(136.49, 129.95, 117.47)",,47.15527344,52.84472656
287,141.jpg,1970-01-01T00:00:00.000,57.55224609,"(226.53, 221.04, 215.70)",17.19604492,"(46.33, 38.59, 31.21)",25.25170898,"(136.49, 129.95, 117.47)",,82.80395507,17.19604492
47,141.jpg,1970-01-01T00:00:00.000,57.55224609,"(226.53, 221.04, 215.70)",17.19604492,"(46.33, 38.59, 31.21)",25.25170898,"(136.49, 129.95, 117.47)",,82.80395507,17.19604492
48,142.jpg,1970-01-01T00:00:00.000,80.65649414,"(226.53, 221.04, 215.70)",4.619384766,"(46.33, 38.59, 31.21)",14.72412109,"(136.49, 129.95, 117.47)",,95.38061523,4.619384766
288,142.jpg,1970-01-01T00:00:00.000,80.65649414,"(226.53, 221.04, 215.70)",4.619384766,"(46.33, 38.59, 31.21)",14.72412109,"(136.49, 129.95, 117.47)",,95.38061523,4.619384766
289,143.jpg,1970-01-01T00:00:00.000,58.63305664,"(226.53, 221.04, 215.70)",23.39575195,"(46.33, 38.59, 31.21)",17.97119141,"(136.49, 129.95, 117.47)",,76.60424805,23.39575195
49,143.jpg,1970-01-01T00:00:00.000,58.63305664,"(226.53, 221.04, 215.70)",23.39575195,"(46.33, 38.59, 31.21)",17.97119141,"(136.49, 129.95, 117.47)",,76.60424805,23.39575195
50,144.jpg,1970-01-01T00:00:00.000,68.25537109,"(226.53, 221.04, 215.70)",12.708740234374998,"(46.33, 38.59, 31.21)",19.03588867,"(136.49, 129.95, 117.47)",,87.29125976,12.708740234374998
290,144.jpg,1970-01-01T00:00:00.000,68.25537109,"(226.53, 221.04, 215.70)",12.708740234374998,"(46.33, 38.59, 31.21)",19.03588867,"(136.49, 129.95, 117.47)",,87.29125976,12.708740234374998
291,145.jpg,1970-01-01T00:00:00.000,87.43554688,"(226.53, 221.04, 215.70)",0.9453125,"(46.33, 38.59, 31.21)",11.61914063,"(136.49, 129.95, 117.47)",,99.05468751,0.9453125
51,145.jpg,1970-01-01T00:00:00.000,87.43554688,"(226.53, 221.04, 215.70)",0.9453125,"(46.33, 38.59, 31.21)",11.61914063,"(136.49, 129.95, 117.47)",,99.05468751,0.9453125
52,146.jpg,1970-01-01T00:00:00.000,68.74169922,"(226.53, 221.04, 215.70)",21.31982422,"(46.33, 38.59, 31.21)",9.938476563,"(136.49, 129.95, 117.47)",,78.68017578,21.31982422
292,146.jpg,1970-01-01T00:00:00.000,68.74169922,"(226.53, 221.04, 215.70)",21.31982422,"(46.33, 38.59, 31.21)",9.938476563,"(136.49, 129.95, 117.47)",,78.68017578,21.31982422
53,147.jpg,1970-01-01T00:00:00.000,6.42578125,"(226.53, 221.04, 215.70)",3.5388183593749996,"(46.33, 38.59, 31.21)",90.03540039,"(136.49, 129.95, 117.47)",,96.46118164,3.5388183593749996
293,147.jpg,1970-01-01T00:00:00.000,6.42578125,"(226.53, 221.04, 215.70)",3.5388183593749996,"(46.33, 38.59, 31.21)",90.03540039,"(136.49, 129.95, 117.47)",,96.46118164,3.5388183593749996
294,148.jpg,1970-01-01T00:00:00.000,34.43847656,"(226.53, 221.04, 215.70)",12.23608398,"(46.33, 38.59, 31.21)",53.32543945,"(136.49, 129.95, 117.47)",,87.76391601,12.23608398
54,148.jpg,1970-01-01T00:00:00.000,34.43847656,"(226.53, 221.04, 215.70)",12.23608398,"(46.33, 38.59, 31.21)",53.32543945,"(136.49, 129.95, 117.47)",,87.76391601,12.23608398
295,149.jpg,1970-01-01T00:00:00.000,24.55688477,"(226.53, 221.04, 215.70)",20.99780273,"(46.33, 38.59, 31.21)",54.4453125,"(136.49, 129.95, 117.47)",,79.00219727,20.99780273
55,149.jpg,1970-01-01T00:00:00.000,24.55688477,"(226.53, 221.04, 215.70)",20.99780273,"(46.33, 38.59, 31.21)",54.4453125,"(136.49, 129.95, 117.47)",,79.00219727,20.99780273
57,150.jpg,1970-01-01T00:00:00.000,29.64013672,"(226.53, 221.04, 215.70)",17.39892578,"(46.33, 38.59, 31.21)",52.96093750000001,"(136.49, 129.95, 117.47)",,82.60107422,17.39892578
297,150.jpg,1970-01-01T00:00:00.000,29.64013672,"(226.53, 221.04, 215.70)",17.39892578,"(46.33, 38.59, 31.21)",52.96093750000001,"(136.49, 129.95, 117.47)",,82.60107422,17.39892578
298,151.jpg,1970-01-01T00:00:00.000,48.24316406,"(226.53, 221.04, 215.70)",22.16796875,"(46.33, 38.59, 31.21)",29.58886719,"(136.49, 129.95, 117.47)",,77.83203125,22.16796875
58,151.jpg,1970-01-01T00:00:00.000,48.24316406,"(226.53, 221.04, 215.70)",22.16796875,"(46.33, 38.59, 31.21)",29.58886719,"(136.49, 129.95, 117.47)",,77.83203125,22.16796875
59,152.jpg,1970-01-01T00:00:00.000,16.45361328,"(226.53, 221.04, 215.70)",80.02075195,"(46.33, 38.59, 31.21)",3.525634766,"(136.49, 129.95, 117.47)",,19.97924805,80.02075195
299,152.jpg,1970-01-01T00:00:00.000,16.45361328,"(226.53, 221.04, 215.70)",80.02075195,"(46.33, 38.59, 31.21)",3.525634766,"(136.49, 129.95, 117.47)",,19.97924805,80.02075195
300,153.jpg,1970-01-01T00:00:00.000,41.48950195,"(226.53, 221.04, 215.70)",26.625,"(46.33, 38.59, 31.21)",31.88549805,"(136.49, 129.95, 117.47)",,73.375,26.625
60,153.jpg,1970-01-01T00:00:00.000,41.48950195,"(226.53, 221.04, 215.70)",26.625,"(46.33, 38.59, 31.21)",31.88549805,"(136.49, 129.95, 117.47)",,73.375,26.625
61,154.jpg,1970-01-01T00:00:00.000,22.48852539,"(226.53, 221.04, 215.70)",65.44873047,"(46.33, 38.59, 31.21)",12.06274414,"(136.49, 129.95, 117.47)",,34.55126953,65.44873047
301,154.jpg,1970-01-01T00:00:00.000,22.48852539,"(226.53, 221.04, 215.70)",65.44873047,"(46.33, 38.59, 31.21)",12.06274414,"(136.49, 129.95, 117.47)",,34.55126953,65.44873047
302,155.jpg,1970-01-01T00:00:00.000,41.70751953,"(226.53, 221.04, 215.70)",17.02050781,"(46.33, 38.59, 31.21)",41.27197266,"(136.49, 129.95, 117.47)",,82.97949219,17.02050781
62,155.jpg,1970-01-01T00:00:00.000,41.70751953,"(226.53, 221.04, 215.70)",17.02050781,"(46.33, 38.59, 31.21)",41.27197266,"(136.49, 129.95, 117.47)",,82.97949219,17.02050781
63,156.jpg,1970-01-01T00:00:00.000,42.08422852,"(226.53, 221.04, 215.70)",23.9675293,"(46.33, 38.59, 31.21)",33.94824219,"(136.49, 129.95, 117.47)",,76.03247071,23.9675293
303,156.jpg,1970-01-01T00:00:00.000,42.08422852,"(226.53, 221.04, 215.70)",23.9675293,"(46.33, 38.59, 31.21)",33.94824219,"(136.49, 129.95, 117.47)",,76.03247071,23.9675293
304,157.jpg,1970-01-01T00:00:00.000,40.4296875,"(226.53, 221.04, 215.70)",19.54467773,"(46.33, 38.59, 31.21)",40.02563477,"(136.49, 129.95, 117.47)",,80.45532227,19.54467773
64,157.jpg,1970-01-01T00:00:00.000,40.4296875,"(226.53, 221.04, 215.70)",19.54467773,"(46.33, 38.59, 31.21)",40.02563477,"(136.49, 129.95, 117.47)",,80.45532227,19.54467773
305,158.jpg,1970-01-01T00:00:00.000,45.37524414,"(226.53, 221.04, 215.70)",25.039062499999996,"(46.33, 38.59, 31.21)",29.58569336,"(136.49, 129.95, 117.47)",,74.9609375,25.039062499999996
65,158.jpg,1970-01-01T00:00:00.000,45.37524414,"(226.53, 221.04, 215.70)",25.039062499999996,"(46.33, 38.59, 31.21)",29.58569336,"(136.49, 129.95, 117.47)",,74.9609375,25.039062499999996
306,159.jpg,1970-01-01T00:00:00.000,42.72314453,"(226.53, 221.04, 215.70)",25.98999023,"(46.33, 38.59, 31.21)",31.28686523,"(136.49, 129.95, 117.47)",,74.01000976,25.98999023
66,159.jpg,1970-01-01T00:00:00.000,42.72314453,"(226.53, 221.04, 215.70)",25.98999023,"(46.33, 38.59, 31.21)",31.28686523,"(136.49, 129.95, 117.47)",,74.01000976,25.98999023
308,160.jpg,1970-01-01T00:00:00.000,41.48461914,"(226.53, 221.04, 215.70)",20.67480469,"(46.33, 38.59, 31.21)",37.84057617,"(136.49, 129.95, 117.47)",,79.32519531,20.67480469
68,160.jpg,1970-01-01T00:00:00.000,41.48461914,"(226.53, 221.04, 215.70)",20.67480469,"(46.33, 38.59, 31.21)",37.84057617,"(136.49, 129.95, 117.47)",,79.32519531,20.67480469
69,161.jpg,1970-01-01T00:00:00.000,28.340820312499996,"(226.53, 221.04, 215.70)",31.54394531,"(46.33, 38.59, 31.21)",40.11523438,"(136.49, 129.95, 117.47)",,68.45605469,31.54394531
309,161.jpg,1970-01-01T00:00:00.000,28.340820312499996,"(226.53, 221.04, 215.70)",31.54394531,"(46.33, 38.59, 31.21)",40.11523438,"(136.49, 129.95, 117.47)",,68.45605469,31.54394531
70,162.jpg,1970-01-01T00:00:00.000,35.72412109,"(226.53, 221.04, 215.70)",12.14282227,"(46.33, 38.59, 31.21)",52.13305664,"(136.49, 129.95, 117.47)",,87.85717773,12.14282227
310,162.jpg,1970-01-01T00:00:00.000,35.72412109,"(226.53, 221.04, 215.70)",12.14282227,"(46.33, 38.59, 31.21)",52.13305664,"(136.49, 129.95, 117.47)",,87.85717773,12.14282227
311,163.jpg,1970-01-01T00:00:00.000,23.18261719,"(226.53, 221.04, 215.70)",31.44458008,"(46.33, 38.59, 31.21)",45.37280273,"(136.49, 129.95, 117.47)",,68.55541992,31.44458008
71,163.jpg,1970-01-01T00:00:00.000,23.18261719,"(226.53, 221.04, 215.70)",31.44458008,"(46.33, 38.59, 31.21)",45.37280273,"(136.49, 129.95, 117.47)",,68.55541992,31.44458008
312,164.jpg,1970-01-01T00:00:00.000,26.34130859,"(226.53, 221.04, 215.70)",7.837402344,"(46.33, 38.59, 31.21)",65.82128906,"(136.49, 129.95, 117.47)",,92.16259765,7.837402344
72,164.jpg,1970-01-01T00:00:00.000,26.34130859,"(226.53, 221.04, 215.70)",7.837402344,"(46.33, 38.59, 31.21)",65.82128906,"(136.49, 129.95, 117.47)",,92.16259765,7.837402344
73,165.jpg,1970-01-01T00:00:00.000,55.77075195,"(226.53, 221.04, 215.70)",30.60253906,"(46.33, 38.59, 31.21)",13.62670898,"(136.49, 129.95, 117.47)",,69.39746093,30.60253906
313,165.jpg,1970-01-01T00:00:00.000,55.77075195,"(226.53, 221.04, 215.70)",30.60253906,"(46.33, 38.59, 31.21)",13.62670898,"(136.49, 129.95, 117.47)",,69.39746093,30.60253906
314,166.jpg,1970-01-01T00:00:00.000,55.36157227,"(226.53, 221.04, 215.70)",19.98364258,"(46.33, 38.59, 31.21)",24.65478516,"(136.49, 129.95, 117.47)",,80.01635743,19.98364258
74,166.jpg,1970-01-01T00:00:00.000,55.36157227,"(226.53, 221.04, 215.70)",19.98364258,"(46.33, 38.59, 31.21)",24.65478516,"(136.49, 129.95, 117.47)",,80.01635743,19.98364258
75,167.jpg,1970-01-01T00:00:00.000,50.95776367,"(226.53, 221.04, 215.70)",24.33618164,"(46.33, 38.59, 31.21)",24.70605469,"(136.49, 129.95, 117.47)",,75.66381836,24.33618164
315,167.jpg,1970-01-01T00:00:00.000,50.95776367,"(226.53, 221.04, 215.70)",24.33618164,"(46.33, 38.59, 31.21)",24.70605469,"(136.49, 129.95, 117.47)",,75.66381836,24.33618164
316,168.jpg,1970-01-01T00:00:00.000,42.75683594,"(226.53, 221.04, 215.70)",27.69262695,"(46.33, 38.59, 31.21)",29.550537109375004,"(136.49, 129.95, 117.47)",,72.30737305,27.69262695
76,168.jpg,1970-01-01T00:00:00.000,42.75683594,"(226.53, 221.04, 215.70)",27.69262695,"(46.33, 38.59, 31.21)",29.550537109375004,"(136.49, 129.95, 117.47)",,72.30737305,27.69262695
317,169.jpg,1970-01-01T00:00:00.000,47.72363281,"(226.53, 221.04, 215.70)",23.77197266,"(46.33, 38.59, 31.21)",28.50439453,"(136.49, 129.95, 117.47)",,76.22802734,23.77197266
77,169.jpg,1970-01-01T00:00:00.000,47.72363281,"(226.53, 221.04, 215.70)",23.77197266,"(46.33, 38.59, 31.21)",28.50439453,"(136.49, 129.95, 117.47)",,76.22802734,23.77197266
79,170.jpg,1970-01-01T00:00:00.000,35.36694336,"(226.53, 221.04, 215.70)",18.34057617,"(46.33, 38.59, 31.21)",46.29248047,"(136.49, 129.95, 117.47)",,81.65942383,18.34057617
319,170.jpg,1970-01-01T00:00:00.000,35.36694336,"(226.53, 221.04, 215.70)",18.34057617,"(46.33, 38.59, 31.21)",46.29248047,"(136.49, 129.95, 117.47)",,81.65942383,18.34057617
320,171.jpg,1970-01-01T00:00:00.000,82.39575195,"(226.53, 221.04, 215.70)",0.048583984,"(46.33, 38.59, 31.21)",17.55566406,"(136.49, 129.95, 117.47)",,99.95141601,0.048583984
80,171.jpg,1970-01-01T00:00:00.000,82.39575195,"(226.53, 221.04, 215.70)",0.048583984,"(46.33, 38.59, 31.21)",17.55566406,"(136.49, 129.95, 117.47)",,99.95141601,0.048583984
81,172.jpg,1970-01-01T00:00:00.000,97.38427734,"(226.53, 221.04, 215.70)",0.004150391,"(46.33, 38.59, 31.21)",2.611572266,"(136.49, 129.95, 117.47)",,99.99584961,0.004150391
321,172.jpg,1970-01-01T00:00:00.000,97.38427734,"(226.53, 221.04, 215.70)",0.004150391,"(46.33, 38.59, 31.21)",2.611572266,"(136.49, 129.95, 117.47)",,99.99584961,0.004150391
82,173.jpg,1970-01-01T00:00:00.000,93.8762207,"(226.53, 221.04, 215.70)",0.647705078,"(46.33, 38.59, 31.21)",5.476074219,"(136.49, 129.95, 117.47)",,99.35229492,0.647705078
322,173.jpg,1970-01-01T00:00:00.000,93.8762207,"(226.53, 221.04, 215.70)",0.647705078,"(46.33, 38.59, 31.21)",5.476074219,"(136.49, 129.95, 117.47)",,99.35229492,0.647705078
83,174.jpg,1970-01-01T00:00:00.000,79.57324219,"(226.53, 221.04, 215.70)",18.70581055,"(46.33, 38.59, 31.21)",1.7209472656249998,"(136.49, 129.95, 117.47)",,81.29418946,18.70581055
323,174.jpg,1970-01-01T00:00:00.000,79.57324219,"(226.53, 221.04, 215.70)",18.70581055,"(46.33, 38.59, 31.21)",1.7209472656249998,"(136.49, 129.95, 117.47)",,81.29418946,18.70581055
324,175.jpg,1970-01-01T00:00:00.000,61.09814453,"(226.53, 221.04, 215.70)",14.0534668,"(46.33, 38.59, 31.21)",24.84838867,"(136.49, 129.95, 117.47)",,85.9465332,14.0534668
84,175.jpg,1970-01-01T00:00:00.000,61.09814453,"(226.53, 221.04, 215.70)",14.0534668,"(46.33, 38.59, 31.21)",24.84838867,"(136.49, 129.95, 117.47)",,85.9465332,14.0534668
85,176.jpg,1970-01-01T00:00:00.000,51.28198242187501,"(226.53, 221.04, 215.70)",33.19458008,"(46.33, 38.59, 31.21)",15.5234375,"(136.49, 129.95, 117.47)",,66.80541992,33.19458008
325,176.jpg,1970-01-01T00:00:00.000,51.28198242187501,"(226.53, 221.04, 215.70)",33.19458008,"(46.33, 38.59, 31.21)",15.5234375,"(136.49, 129.95, 117.47)",,66.80541992,33.19458008
86,177.jpg,1970-01-01T00:00:00.000,59.45288086,"(226.53, 221.04, 215.70)",2.225097656,"(46.33, 38.59, 31.21)",38.32202148,"(136.49, 129.95, 117.47)",,97.77490234,2.225097656
326,177.jpg,1970-01-01T00:00:00.000,59.45288086,"(226.53, 221.04, 215.70)",2.225097656,"(46.33, 38.59, 31.21)",38.32202148,"(136.49, 129.95, 117.47)",,97.77490234,2.225097656
87,178.jpg,1970-01-01T00:00:00.000,54.31884766,"(226.53, 221.04, 215.70)",34.31005859,"(46.33, 38.59, 31.21)",11.37109375,"(136.49, 129.95, 117.47)",,65.68994141,34.31005859
327,178.jpg,1970-01-01T00:00:00.000,54.31884766,"(226.53, 221.04, 215.70)",34.31005859,"(46.33, 38.59, 31.21)",11.37109375,"(136.49, 129.95, 117.47)",,65.68994141,34.31005859
88,179.jpg,1970-01-01T00:00:00.000,3.547607422,"(226.53, 221.04, 215.70)",0.225585938,"(46.33, 38.59, 31.21)",96.22680664,"(136.49, 129.95, 117.47)",,99.77441406,0.225585938
328,179.jpg,1970-01-01T00:00:00.000,3.547607422,"(226.53, 221.04, 215.70)",0.225585938,"(46.33, 38.59, 31.21)",96.22680664,"(136.49, 129.95, 117.47)",,99.77441406,0.225585938
90,180.jpg,1970-01-01T00:00:00.000,26.161865234374996,"(226.53, 221.04, 215.70)",66.08544922,"(46.33, 38.59, 31.21)",7.752685547,"(136.49, 129.95, 117.47)",,33.91455078,66.08544922
330,180.jpg,1970-01-01T00:00:00.000,26.161865234374996,"(226.53, 221.04, 215.70)",66.08544922,"(46.33, 38.59, 31.21)",7.752685547,"(136.49, 129.95, 117.47)",,33.91455078,66.08544922
